173
0	1025	1	0	0
262144	263164	1	1	1
524288	525311	1	2	2
786432	787457	1	3	3
1048576	1049596	1	4	4
1310720	1311740	1	5	5
1572864	1573884	1	6	6
1835008	1836032	1	7	7
2097152	2098172	1	8	8
2359296	2360316	1	9	9
2621440	2622460	1	10	10
2883584	2884604	1	11	11
3145728	3146751	1	12	12
3407872	3408891	1	13	13
3670016	3671036	1	14	14
3932160	3933181	1	15	15
4194304	4195324	1	16	16
4456448	4457468	1	17	17
4718592	4719612	1	18	18
4980736	4981756	1	19	19
5242880	5243900	1	20	20
5505024	5506044	1	21	21
5767168	5768189	1	22	22
6029312	6030333	1	23	23
6291456	6292482	1	24	24
6553600	6554620	1	25	25
6815744	6816764	1	26	26
7077888	7078909	1	27	27
7340032	7341052	1	28	28
7602176	7603196	1	29	29
7864320	7865344	1	30	30
8126464	8127484	1	31	31
8388608	8389629	1	32	32
8650752	8651772	1	33	33
8912896	8913916	1	34	34
9175040	9176060	1	35	35
9437184	9438204	1	36	36
9699328	9700348	1	37	37
9961472	9962492	1	38	38
10223616	10224638	1	39	39
10485760	10486781	1	40	40
10747904	10748925	1	41	41
11010048	11011068	1	42	42
11272192	11273212	1	43	43
11534336	11535356	1	44	44
11796480	11797500	1	45	45
12058624	12059646	1	46	46
12320768	12321285	1	47	47
12582912	12583429	1	48	48
12845056	12845573	1	49	49
13107200	13107718	1	50	50
13369344	13369862	1	51	51
13631488	13632006	1	52	52
13893632	13894150	1	53	53
14155776	14156294	1	54	54
14417920	14418438	1	55	55
14680064	14680581	1	56	56
14942208	14942726	1	57	57
15204352	15204869	1	58	58
15466496	15467013	1	59	59
15728640	15729157	1	60	60
15990784	15991301	1	61	61
16252928	16253446	1	62	62
16515072	16515589	1	63	63
16777216	16777733	1	64	64
17039360	17039878	1	65	65
17301504	17302022	1	66	66
17563648	17564165	1	67	67
17825792	17826309	1	68	68
18087936	18088453	1	69	69
18350080	18350597	1	70	70
18612224	18612741	1	71	71
18874368	18874885	1	72	72
19136512	19137029	1	73	73
19398656	19399174	1	74	74
19660800	19661318	1	75	75
19922944	19923462	1	76	76
20185088	20185605	1	77	77
20447232	20447749	1	78	78
20709376	20709894	1	79	79
20971520	20972037	1	80	80
21233664	21234182	1	81	81
21495808	21496326	1	82	82
21757952	21758470	1	83	83
22020096	22020613	1	84	84
22282240	22282758	1	85	85
22544384	22544902	1	86	86
22806528	22807045	1	87	87
23068672	23069190	1	88	88
23330816	23331333	1	89	89
23592960	23593478	1	90	90
23855104	23855621	1	91	91
24117248	24117766	1	92	92
24379392	24379910	1	93	93
24641536	24642053	1	94	94
24903680	24904198	1	95	95
25165824	25166342	1	96	96
25427968	25428486	1	97	97
25690112	25690630	1	98	98
25952256	25952774	1	99	99
26214400	26214918	1	100	100
26476544	26477062	1	101	101
26738688	26739206	1	102	102
27000832	27001350	1	103	103
27262976	27263494	1	104	104
27525120	27525637	1	105	105
27787264	27787782	1	106	106
28049408	28049926	1	107	107
28311552	28313711	1	108	108
28573696	28573935	1	109	109
28835840	28836046	1	110	110
29097984	29098218	1	111	111
29360128	29360388	1	112	112
29622272	29622497	1	113	113
29884416	29884666	1	114	114
30146560	30146764	1	115	115
30408704	30408898	1	116	116
30670848	30671106	1	117	117
30932992	30933217	1	118	118
31195136	31195345	1	119	119
31457280	31457485	1	120	120
31719424	31719658	1	121	121
31981568	31981800	1	122	122
32243712	32243948	1	123	123
32505856	32506061	1	124	124
32768000	32768240	1	125	125
33030144	33030363	1	126	126
33292288	33292510	1	127	127
33554432	33554651	1	128	128
33816576	33816811	1	129	129
34078720	34078928	1	130	130
34340864	34341053	1	131	131
34603008	34603223	1	132	132
34865152	34865418	1	133	133
35127296	35127528	1	134	134
35389440	35389691	1	135	135
35651584	35651805	1	136	136
35913728	35913992	1	137	137
36175872	36176129	1	138	138
36438016	36438227	1	139	139
36700160	36700384	1	140	140
36962304	36962543	1	141	141
37224448	37224654	1	142	142
37486592	37486826	1	143	143
37748736	37748996	1	144	144
38010880	38011105	1	145	145
38273024	38273273	1	146	146
38535168	38535372	1	147	147
38797312	38797506	1	148	148
39059456	39059714	1	149	149
39321600	39321825	1	150	150
39583744	39583953	1	151	151
39845888	39846093	1	152	152
40108032	40108266	1	153	153
40370176	40370408	1	154	154
40632320	40632559	1	155	155
40894464	40894669	1	156	156
41156608	41156848	1	157	157
41418752	41418971	1	158	158
41680896	41681118	1	159	159
41943040	41943259	1	160	160
42205184	42205419	1	161	161
42467328	42467536	1	162	162
42729472	42729661	1	163	163
42991616	42991831	1	164	164
43253760	43254026	1	165	165
43515904	43516136	1	166	166
43778048	43778299	1	167	167
44040192	44040413	1	168	168
44302336	44302600	1	169	169
44564480	44564737	1	170	170
44826624	44826835	1	171	171
45088768	45088992	1	172	172
