173
cDNA_ROR1_transcript	0	1025	1025	1	1	0	0
cDNA_TSTD1_transcript	262144	263164	1025	1	1	1	1
cDNA_NME7_transcript	524288	525311	263164	1	1	2	2
cDNA_ATP1B1_transcript	786432	787457	525311	1	1	3	3
cDNA_PDLIM1_transcript	1048576	1049596	787457	1	1	4	4
cDNA_NANOG_transcript	1310720	1311740	1049596	1	1	5	5
cDNA_LTA4H_transcript	1572864	1573884	1311740	1	1	6	6
cDNA_KLF5_transcript	1835008	1836032	1573884	1	1	7	7
cDNA_PSME1_transcript	2097152	2098172	1836032	1	1	8	8
cDNA_EMC9_transcript	2359296	2360316	2098172	1	1	9	9
cDNA_PSME2_transcript	2621440	2622460	2360316	1	1	10	10
cDNA_ESRRB_transcript	2883584	2884604	2622460	1	1	11	11
cDNA_KATNBL1_transcript	3145728	3146751	2884604	1	1	12	12
cDNA_EMC4_transcript	3407872	3408891	3146751	1	1	13	13
cDNA_GOT2_transcript	3670016	3671036	3408891	1	1	14	14
cDNA_MYH10_transcript	3932160	3933181	3671036	1	1	15	15
cDNA_STAT3_transcript	4194304	4195324	3933181	1	1	16	16
cDNA_CNN2_transcript	4456448	4457468	4195324	1	1	17	17
cDNA_TCF3_transcript	4718592	4719612	4457468	1	1	18	18
cDNA_CARM1_transcript	4980736	4981756	4719612	1	1	19	19
cDNA_SPINT2_transcript	5242880	5243900	4981756	1	1	20	20
cDNA_ACTN4_transcript	5505024	5506044	5243900	1	1	21	21
cDNA_SOX11_transcript	5767168	5768189	5506044	1	1	22	22
cDNA_RTN4_transcript	6029312	6030333	5768189	1	1	23	23
cDNA_GULP1_transcript	6291456	6292482	6030333	1	1	24	24
cDNA_GBX2_transcript	6553600	6554620	6292482	1	1	25	25
cDNA_SOX12_transcript	6815744	6816764	6554620	1	1	26	26
cDNA_DNMT3B_transcript	7077888	7078909	6816764	1	1	27	27
cDNA_ERGIC3_transcript	7340032	7341052	7078909	1	1	28	28
cDNA_CPNE1_transcript	7602176	7603196	7341052	1	1	29	29
cDNA_RBM12_transcript	7864320	7865344	7603196	1	1	30	30
cDNA_ROMO1_transcript	8126464	8127484	7865344	1	1	31	31
cDNA_RBM39_transcript	8388608	8389629	8127484	1	1	32	32
cDNA_PHF20_transcript	8650752	8651772	8389629	1	1	33	33
cDNA_YWHAB_transcript	8912896	8913916	8651772	1	1	34	34
cDNA_STAU1_transcript	9175040	9176060	8913916	1	1	35	35
cDNA_DDX27_transcript	9437184	9438204	9176060	1	1	36	36
cDNA_COL18A1_transcript	9699328	9700348	9438204	1	1	37	37
cDNA_ATF4_transcript	9961472	9962492	9700348	1	1	38	38
cDNA_UBE2E1_transcript	10223616	10224638	9962492	1	1	39	39
cDNA_SOX2_transcript	10485760	10486781	10224638	1	1	40	40
cDNA_ANXA5_transcript	10747904	10748925	10486781	1	1	41	41
cDNA_TUBB2B_transcript	11010048	11011068	10748925	1	1	42	42
cDNA_SOX4_transcript	11272192	11273212	11011068	1	1	43	43
cDNA_POU5F1_transcript	11534336	11535356	11273212	1	1	44	44
cDNA_EPB41L2_transcript	11796480	11797500	11535356	1	1	45	45
cDNA_AKAP7_transcript	12058624	12059646	11797500	1	1	46	46
1_CROP_AIF1L_dCas9_transcript	12320768	12321285	12059646	1	1	47	47
2_CROP_ANXA5_dCas9_transcript	12582912	12583429	12321285	1	1	48	48
3_CROP_ATP1B1_dCas9_transcript	12845056	12845573	12583429	1	1	49	49
4_CROP_CARM1_dCas9_transcript	13107200	13107718	12845573	1	1	50	50
5_CROP_CNN2_dCas9_transcript	13369344	13369862	13107718	1	1	51	51
6_CROP_COL18A1_dCas9_transcript	13631488	13632006	13369862	1	1	52	52
7_CROP_CPNE1_dCas9_transcript	13893632	13894150	13632006	1	1	53	53
8_CROP_EMC4_dCas9_transcript	14155776	14156294	13894150	1	1	54	54
9_CROP_EPB41L2_dCas9_transcript	14417920	14418438	14156294	1	1	55	55
10_CROP_GOT2_dCas9_transcript	14680064	14680581	14418438	1	1	56	56
11_CROP_GULP1_dCas9_transcript	14942208	14942726	14680581	1	1	57	57
12_CROP_LTA4H_dCas9_transcript	15204352	15204869	14942726	1	1	58	58
13_CROP_PDLIM1_dCas9_transcript	15466496	15467013	15204869	1	1	59	59
14_CROP_PSME2_dCas9_transcript	15728640	15729157	15467013	1	1	60	60
15_CROP_ROR1_dCas9_transcript	15990784	15991301	15729157	1	1	61	61
16_CROP_RTN4_dCas9_transcript	16252928	16253446	15991301	1	1	62	62
17_CROP_SPINT2_dCas9_transcript	16515072	16515589	16253446	1	1	63	63
18_CROP_STAU1_dCas9_transcript	16777216	16777733	16515589	1	1	64	64
19_CROP_TSTD1_dCas9_transcript	17039360	17039878	16777733	1	1	65	65
20_CROP_UBE2E1_dCas9_transcript	17301504	17302022	17039878	1	1	66	66
21_CROP_YWHAB_dCas9_transcript	17563648	17564165	17302022	1	1	67	67
22_CROP_nC1_dCas9_transcript	17825792	17826309	17564165	1	1	68	68
23_CROP_nC2_dCas9_transcript	18087936	18088453	17826309	1	1	69	69
24_CROP_nC3_dCas9_transcript	18350080	18350597	18088453	1	1	70	70
25_CROP_nC4_dCas9_transcript	18612224	18612741	18350597	1	1	71	71
26_CROP_nC5_dCas9_transcript	18874368	18874885	18612741	1	1	72	72
27_CROP_nC6_dCas9_transcript	19136512	19137029	18874885	1	1	73	73
1_CROP_ANXA5_rs2306413_dCas9-pegRNA_transcript	19398656	19399174	19137029	1	1	74	74
2_CROP_ATP1B1_rs10800424_dCas9-pegRNA_transcript	19660800	19661318	19399174	1	1	75	75
3_CROP_CARM1_rs67987899_dCas9-pegRNA_transcript	19922944	19923462	19661318	1	1	76	76
4_CROP_CNN2_rs4807440_dCas9-pegRNA_transcript	20185088	20185605	19923462	1	1	77	77
5_CROP_COL18A1_rs78667666_dCas9-pegRNA_transcript	20447232	20447749	20185605	1	1	78	78
6_CROP_COL18A1_rs35205716_dCas9-pegRNA_transcript	20709376	20709894	20447749	1	1	79	79
7_CROP_CPNE1_rs2104417_dCas9-pegRNA_transcript	20971520	20972037	20709894	1	1	80	80
8_CROP_CPNE1_rs73905926_dCas9-pegRNA_transcript	21233664	21234182	20972037	1	1	81	81
9_CROP_CPNE1_rs6121020_dCas9-pegRNA_transcript	21495808	21496326	21234182	1	1	82	82
10_CROP_CPNE1_rs2295355_dCas9-pegRNA_transcript	21757952	21758470	21496326	1	1	83	83
11_CROP_EMC4_rs6495621_dCas9-pegRNA_transcript	22020096	22020613	21758470	1	1	84	84
12_CROP_EPB41L2_rs3903759_dCas9-pegRNA_transcript	22282240	22282758	22020613	1	1	85	85
13_CROP_GOT2_rs11558171_dCas9-pegRNA_transcript	22544384	22544902	22282758	1	1	86	86
14_CROP_GOT2_rs727484_dCas9-pegRNA_transcript	22806528	22807045	22544902	1	1	87	87
15_CROP_GULP1_rs6712056_dCas9-pegRNA_transcript	23068672	23069190	22807045	1	1	88	88
16_CROP_LTA4H_rs3834482_dCas9-pegRNA_transcript	23330816	23331333	23069190	1	1	89	89
17_CROP_PDLIM1_rs10218877_dCas9-pegRNA_transcript	23592960	23593478	23331333	1	1	90	90
18_CROP_PSME2_rs2236352_dCas9-pegRNA_transcript	23855104	23855621	23593478	1	1	91	91
19_CROP_ROR1_rs7517350_dCas9-pegRNA_transcript	24117248	24117766	23855621	1	1	92	92
20_CROP_RTN4_rs2968787_dCas9-pegRNA_transcript	24379392	24379910	24117766	1	1	93	93
21_CROP_RTN4_rs2044291_dCas9-pegRNA_transcript	24641536	24642053	24379910	1	1	94	94
22_CROP_SPINT2_rs17554832_dCas9-pegRNA_transcript	24903680	24904198	24642053	1	1	95	95
23_CROP_STAU1_rs7266044_dCas9-pegRNA_transcript	25165824	25166342	24904198	1	1	96	96
24_CROP_STAU1_rs2252259_dCas9-pegRNA_transcript	25427968	25428486	25166342	1	1	97	97
25_CROP_STAU1_rs3818066_dCas9-pegRNA_transcript	25690112	25690630	25428486	1	1	98	98
